Tracking ID,Cod Value,Creation Datetime,Delivery Success Datetime,Delivery Success Hub ID,From Address2,Granular Status,pickup hub id,To Address2,Shop Name,Rider Name,delivery_time_mins,carrier_verified,granular_outlier,fraud_score,fraud
3127157760,864000.0,2022-03-07 16:53:00,2022-07-07 10:18:00,19," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường 16 , Quận Gò Vấp , Thành phố Hồ Chí Minh",306,222,175285.0,0,0,0.6666666666666666,1
8947053568,856000.0,2022-03-07 15:34:00,2022-06-07 17:03:00,4," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Bến Thành , Quận 1 , Thành phố Hồ Chí Minh",306,33,132569.0,0,0,0.6666666666666666,1
8947053568,856000.0,2022-03-07 15:34:00,2022-06-07 17:03:00,4," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Bến Thành , Quận 1 , Thành phố Hồ Chí Minh",306,33,132569.0,0,0,0.6666666666666666,1
4768834560,829000.0,2022-04-07 14:25:00,2022-04-07 16:27:00,26," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",306,305,122.0,0,0,0.6666666666666666,1
4768834560,829000.0,2022-04-07 14:25:00,2022-06-07 16:27:00,26," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",306,305,87962.0,0,0,0.6666666666666666,1
9828999168,829000.0,2022-01-07 14:40:00,2022-01-07 15:12:00,4," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Cô Giang , Quận 1 , Thành phố Hồ Chí Minh",306,35,32.0,0,0,0.3333333333333333,0
9828999168,829000.0,2022-01-07 14:40:00,2022-04-07 18:12:00,4," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Cô Giang , Quận 1 , Thành phố Hồ Chí Minh",306,35,129812.0,0,0,0.6666666666666666,1
1583478784,800000.0,2022-04-07 07:48:00,2022-06-07 15:38:00,12," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Thới An , Quận 12 , Thành phố Hồ Chí Minh",306,128,88310.0,0,0,0.6666666666666666,1
1583478784,800000.0,2022-04-07 07:48:00,2022-06-07 15:38:00,12," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",0.0,84," , Phường Thới An , Quận 12 , Thành phố Hồ Chí Minh",306,128,88310.0,0,0,0.6666666666666666,1
5752071168,1486000.0,2022-03-07 08:55:00,2022-07-07 15:49:00,12," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",55,121,176094.0,0,0,0.6666666666666666,1
5752071168,1486000.0,2022-03-07 08:55:00,2022-07-07 15:49:00,12," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",55,121,176094.0,0,0,0.6666666666666666,1
4936928256,1235000.0,2022-02-07 09:41:00,2022-06-07 11:07:00,17," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường 28 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",55,183,172886.0,0,0,0.6666666666666666,1
4936928256,1235000.0,2022-02-07 09:41:00,2022-06-07 11:07:00,17," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường 28 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",55,183,172886.0,0,0,0.6666666666666666,1
5868457984,809000.0,2022-04-07 11:24:00,2022-04-07 12:22:00,12," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",55,121,58.0,0,0,0.3333333333333333,0
5868457984,809000.0,2022-04-07 11:24:00,2022-09-07 10:22:00,12," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,64," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",55,121,220258.0,0,0,0.6666666666666666,1
3771630592,793000.0,2022-01-07 13:16:00,2022-08-07 14:50:00,6," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,110," , Xã An Nhơn Tây , Huyện Củ Chi , Thành phố Hồ Chí Minh",55,44,305374.0,0,0,0.6666666666666666,1
3771630592,793000.0,2022-01-07 13:16:00,2022-08-07 14:50:00,6," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",0.0,110," , Xã An Nhơn Tây , Huyện Củ Chi , Thành phố Hồ Chí Minh",55,44,305374.0,0,0,0.6666666666666666,1
4481457154,929000.0,2022-01-07 16:26:00,2022-02-07 15:36:00,28,,0.0,103,,316,358,44590.0,0,0,0.6666666666666666,1
4481457154,929000.0,2022-01-07 16:26:00,2022-02-07 15:36:00,28,,0.0,103,,316,358,44590.0,0,0,0.6666666666666666,1
1907501056,850000.0,2022-08-07 15:58:00,2022-09-07 10:02:00,32,,0.0,103,,316,413,44284.0,0,0,0.6666666666666666,1
1907501056,850000.0,2022-08-07 15:58:00,2022-09-07 10:02:00,32,,0.0,103,,316,413,44284.0,0,0,0.6666666666666666,1
1602471936,850000.0,2022-06-07 14:18:00,2022-07-07 12:16:00,15,,0.0,103,,316,151,43078.0,0,0,0.6666666666666666,1
1602471936,850000.0,2022-06-07 14:18:00,2022-07-07 12:16:00,15,,0.0,103,,316,151,43078.0,0,0,0.6666666666666666,1
4890688512,1290000.0,2022-06-07 16:39:00,2022-09-07 11:25:00,36," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường 07 , Quận Tân Bình , Thành phố Hồ Chí Minh",32,469,132166.0,0,0,0.6666666666666666,1
4890688512,1290000.0,2022-06-07 16:39:00,2022-09-07 11:25:00,36," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường 07 , Quận Tân Bình , Thành phố Hồ Chí Minh",32,469,132166.0,0,0,0.6666666666666666,1
5906833408,861000.0,2022-06-07 11:02:00,2022-09-07 11:25:00,21," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh",32,249,132503.0,0,0,0.6666666666666666,1
5906833408,861000.0,2022-06-07 11:02:00,2022-09-07 11:25:00,21," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh",32,249,132503.0,0,0,0.6666666666666666,1
8869195776,1310000.0,2022-02-07 15:29:00,2022-04-07 14:54:00,26," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",31,305,84925.0,0,0,0.6666666666666666,1
8869195776,1310000.0,2022-02-07 15:29:00,2022-04-07 14:54:00,26," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",31,305,84925.0,0,0,0.6666666666666666,1
5466707968,900000.0,2022-04-07 10:04:00,2022-06-07 17:43:00,21," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh",31,249,88299.0,0,0,0.6666666666666666,1
5466707968,900000.0,2022-04-07 10:04:00,2022-06-07 17:43:00,21," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh",31,249,88299.0,0,0,0.6666666666666666,1
7468996608,875000.0,2022-03-07 08:10:00,2022-07-07 10:38:00,19," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường 12 , Quận Gò Vấp , Thành phố Hồ Chí Minh",31,220,175828.0,0,0,0.6666666666666666,1
7468996608,875000.0,2022-03-07 08:10:00,2022-07-07 10:38:00,19," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường 12 , Quận Gò Vấp , Thành phố Hồ Chí Minh",31,220,175828.0,0,0,0.6666666666666666,1
2233954304,870000.0,2022-02-07 15:37:00,2022-04-07 19:51:00,0," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Tạo , Quận Bình Tân , Thành phố Hồ Chí Minh",31,2,85214.0,0,0,0.6666666666666666,1
2233954304,870000.0,2022-02-07 15:37:00,2022-02-07 15:51:00,0," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Phường Tân Tạo , Quận Bình Tân , Thành phố Hồ Chí Minh",31,2,14.0,0,0,0.3333333333333333,0
4419481600,810000.0,2022-03-07 11:16:00,2022-06-07 16:29:00,32," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",31,414,132793.0,0,0,0.6666666666666666,1
4419481600,810000.0,2022-03-07 11:16:00,2022-06-07 16:29:00,32," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",31,414,132793.0,0,0,0.6666666666666666,1
8204969984,795000.0,2022-01-07 16:23:00,2022-05-07 11:15:00,32," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",31,409,172492.0,0,0,0.6666666666666666,1
8204969984,795000.0,2022-01-07 16:23:00,2022-05-07 11:15:00,32," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",0.0,21," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",31,409,172492.0,0,0,0.6666666666666666,1
3328036864,895000.0,2022-04-07 09:47:00,2022-07-07 14:28:00,9," , Phường Hải Tân , Thành phố Hải Dương , Tỉnh Hải Dương",0.0,137," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",556,71,131321.0,0,0,0.6666666666666666,1
3328036864,895000.0,2022-04-07 09:47:00,2022-07-07 14:28:00,9," , Phường Hải Tân , Thành phố Hải Dương , Tỉnh Hải Dương",0.0,137," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",556,71,131321.0,0,0,0.6666666666666666,1
2100890624,900000.0,2022-05-07 14:50:00,2022-07-07 09:33:00,21," , Xã Thiện Hưng , Huyện Bù Đốp , Tỉnh Bình Phước",0.0,101," , Phường Tân Thới Nhất , Quận 12 , Thành phố Hồ Chí Minh",549,262,87523.0,0,0,0.6666666666666666,1
2100890624,900000.0,2022-05-07 14:50:00,2022-07-07 09:33:00,21," , Xã Thiện Hưng , Huyện Bù Đốp , Tỉnh Bình Phước",0.0,101," , Phường Tân Thới Nhất , Quận 12 , Thành phố Hồ Chí Minh",549,262,87523.0,0,0,0.6666666666666666,1
1097653234,1860000.0,2022-04-07 16:43:00,2022-07-07 10:46:00,18," , Phường Vĩnh Hưng , Quận Hoàng Mai , Thành phố Hà Nội",0.0,181," , Phường Cát Lái , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",282,190,130683.0,0,0,0.6666666666666666,1
1097653234,1860000.0,2022-04-07 16:43:00,2022-04-07 21:24:00,18," , Phường Vĩnh Hưng , Quận Hoàng Mai , Thành phố Hà Nội",0.0,181," , Phường Cát Lái , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",282,190,281.0,0,0,0.6666666666666666,1
3550638964,1619000.0,2022-07-07 09:56:00,2022-08-07 17:23:00,34,,0.0,103,,483,444,45087.0,0,0,0.6666666666666666,1
3550638964,1619000.0,2022-07-07 09:56:00,2022-08-07 17:23:00,34,,0.0,103,,483,444,45087.0,0,0,0.6666666666666666,1
6471415602,979000.0,2022-08-07 09:52:00,2022-09-07 12:50:00,34,,0.0,103,,483,445,44818.0,0,0,0.6666666666666666,1
6471415602,979000.0,2022-08-07 09:52:00,2022-09-07 12:50:00,34,,0.0,103,,483,445,44818.0,0,0,0.6666666666666666,1
7401239760,789000.0,2022-08-07 09:52:00,2022-10-07 10:24:00,10,,0.0,103,,483,81,87872.0,0,0,0.6666666666666666,1
7401239760,789000.0,2022-08-07 09:52:00,2022-10-07 10:24:00,10,,0.0,103,,483,81,87872.0,0,0,0.6666666666666666,1
6522732657,789000.0,2022-07-07 15:12:00,2022-09-07 11:20:00,17,,0.0,103," , Quận Bình Thạnh , Hồ Chí Minh",483,182,89048.0,0,0,0.6666666666666666,1
6522732657,789000.0,2022-07-07 15:12:00,2022-09-07 11:20:00,17,,0.0,103," , Quận Bình Thạnh , Hồ Chí Minh",483,182,89048.0,0,0,0.6666666666666666,1
1093595369,6533000.0,2022-01-07 16:48:00,2022-05-07 12:13:00,20," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Tân Hưng , Quận 7 , Thành phố Hồ Chí Minh",516,244,172525.0,0,0,0.6666666666666666,1
1093595369,6533000.0,2022-01-07 16:48:00,2022-05-07 12:13:00,20," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Tân Hưng , Quận 7 , Thành phố Hồ Chí Minh",516,244,172525.0,0,0,0.6666666666666666,1
1097080824,5500000.0,2022-04-07 10:00:00,2022-04-07 10:38:00,31," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",516,384,38.0,0,0,0.3333333333333333,0
1097080824,5500000.0,2022-04-07 10:00:00,2022-07-07 10:38:00,31," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",516,384,131078.0,0,0,0.6666666666666666,1
1097080824,5500000.0,2022-04-07 10:00:00,2022-07-07 10:38:00,31," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",516,384,131078.0,0,0,0.6666666666666666,1
1097430279,3365000.0,2022-04-07 14:21:00,2022-07-07 11:25:00,9," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",516,71,130864.0,0,0,0.6666666666666666,1
1097430279,3365000.0,2022-04-07 14:21:00,2022-07-07 11:25:00,9," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",516,71,130864.0,0,0,0.6666666666666666,1
1093327724,3147000.0,2022-01-07 13:43:00,2022-06-07 16:06:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Bến Nghé , Quận 1 , Thành phố Hồ Chí Minh",516,30,217583.0,0,0,0.6666666666666666,1
1093327724,3147000.0,2022-01-07 13:43:00,2022-06-07 16:06:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Bến Nghé , Quận 1 , Thành phố Hồ Chí Minh",516,30,217583.0,0,0,0.6666666666666666,1
1097640852,3005000.0,2022-04-07 16:36:00,2022-07-07 16:05:00,26," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Hiệp Bình Chánh , Quận Thủ Đức , Thành phố Hồ Chí Minh",516,308,131009.0,0,0,0.6666666666666666,1
1097640852,3005000.0,2022-04-07 16:36:00,2022-07-07 16:05:00,26," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Hiệp Bình Chánh , Quận Thủ Đức , Thành phố Hồ Chí Minh",516,308,131009.0,0,0,0.6666666666666666,1
1097157298,2750000.0,2022-04-07 10:42:00,2022-07-07 20:24:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Phạm Ngũ Lão , Quận 1 , Thành phố Hồ Chí Minh",516,29,131622.0,0,0,0.6666666666666666,1
1097157298,2750000.0,2022-04-07 10:42:00,2022-07-07 20:24:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Phạm Ngũ Lão , Quận 1 , Thành phố Hồ Chí Minh",516,29,131622.0,0,0,0.6666666666666666,1
1093323869,2600000.0,2022-01-07 13:40:00,2022-05-07 09:48:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Đa Kao , Quận 1 , Thành phố Hồ Chí Minh",516,31,172568.0,0,0,0.6666666666666666,1
1093323869,2600000.0,2022-01-07 13:40:00,2022-05-07 09:48:00,4," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Đa Kao , Quận 1 , Thành phố Hồ Chí Minh",516,31,172568.0,0,0,0.6666666666666666,1
1097448253,1830000.0,2022-04-07 14:35:00,2022-08-07 11:27:00,10," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 13 , Quận 10 , Thành phố Hồ Chí Minh",516,84,175492.0,0,0,0.6666666666666666,1
1097448253,1830000.0,2022-04-07 14:35:00,2022-08-07 11:27:00,10," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 13 , Quận 10 , Thành phố Hồ Chí Minh",516,84,175492.0,0,0,0.6666666666666666,1
1098449550,1250000.0,2022-05-07 09:12:00,2022-07-07 15:43:00,17," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 22 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",516,174,88231.0,0,0,0.6666666666666666,1
1098449550,1250000.0,2022-05-07 09:12:00,2022-07-07 15:43:00,17," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường 22 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",516,174,88231.0,0,0,0.6666666666666666,1
1097364153,1047000.0,2022-04-07 13:33:00,2022-04-07 10:12:00,1," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Sơn Kỳ , Quận Tân Phú , Thành phố Hồ Chí Minh",516,10,-201.0,0,0,0.3333333333333333,0
1097364153,1047000.0,2022-04-07 13:33:00,2022-07-07 12:12:00,1," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Sơn Kỳ , Quận Tân Phú , Thành phố Hồ Chí Minh",516,10,130959.0,0,0,0.6666666666666666,1
1094308045,1047000.0,2022-02-07 09:04:00,2022-05-07 15:45:00,26," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Hiệp Bình Phước , Quận Thủ Đức , Thành phố Hồ Chí Minh",516,301,128561.0,0,0,0.6666666666666666,1
1094308045,1047000.0,2022-02-07 09:04:00,2022-05-07 15:45:00,26," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",0.0,184," , Phường Hiệp Bình Phước , Quận Thủ Đức , Thành phố Hồ Chí Minh",516,301,128561.0,0,0,0.6666666666666666,1
1100409328,1070000.0,2022-06-07 16:19:00,2022-10-07 17:42:00,6," , Phường 25 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",0.0,90," , Xã Phú Hòa Đông , Huyện Củ Chi , Thành phố Hồ Chí Minh",419,46,175763.0,0,0,0.6666666666666666,1
1100409328,1070000.0,2022-06-07 16:19:00,2022-10-07 17:42:00,6," , Phường 25 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",0.0,90," , Xã Phú Hòa Đông , Huyện Củ Chi , Thành phố Hồ Chí Minh",419,46,175763.0,0,0,0.6666666666666666,1
1100371909,960000.0,2022-06-07 15:58:00,2022-10-07 14:43:00,11," , Phường Trung Liệt , Quận Đống Đa , Thành phố Hà Nội",0.0,162," , Phường Tăng Nhơn Phú A , Quận 9 , Thành phố Hồ Chí Minh",150,114,175605.0,0,0,0.6666666666666666,1
