Tracking ID,Cod Value,Creation Datetime,Delivery Success Datetime,Delivery Success Hub ID,From Address2,Granular Status,pickup hub id,To Address2,Shop Name,Rider Name
7077269504,1170000,03-07-2022 12:23,03-07-2022 12:36,1236," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường 01 , Quận 5 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),1236-NEXT-VHN
2728772608,1050000,05-07-2022 12:53,05-07-2022 14:18,103322," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,15," , Phường  An Lạc , Quận Bình Tân , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103322-NEXT-V
2728772608,1050000,05-07-2022 12:53,08-07-2022 14:18,103322," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,15," , Phường  An Lạc , Quận Bình Tân , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103322-NEXT-V
127840256,915000,04-07-2022 16:01,08-07-2022 10:55,238," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,15," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),238-BULK-NT Y
127840256,915000,04-07-2022 16:01,08-07-2022 10:55,238," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,15," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),238-BULK-NT Y
3127157760,864000,03-07-2022 16:53,07-07-2022 10:18,130," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường 16 , Quận Gò Vấp , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),130-NEXT-NV T
3127157760,864000,03-07-2022 16:53,07-07-2022 10:18,130," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường 16 , Quận Gò Vấp , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),130-NEXT-NV T
8947053568,856000,03-07-2022 15:34,06-07-2022 17:03,103440," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Bến Thành , Quận 1 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103440-NEXT-L
8947053568,856000,03-07-2022 15:34,06-07-2022 17:03,103440," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Bến Thành , Quận 1 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103440-NEXT-L
4768834560,829000,04-07-2022 14:25,04-07-2022 16:27,201," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),201-NEXT-NH D
4768834560,829000,04-07-2022 14:25,06-07-2022 16:27,201," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),201-NEXT-NH D
9828999168,829000,01-07-2022 14:40,01-07-2022 15:12,103440," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Cô Giang , Quận 1 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103440-NEXT-N
9828999168,829000,01-07-2022 14:40,04-07-2022 18:12,103440," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Cô Giang , Quận 1 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),103440-NEXT-N
1583478784,800000,04-07-2022 07:48,06-07-2022 15:38,1203," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Thới An , Quận 12 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),1203-NEXT-VD
1583478784,800000,04-07-2022 07:48,06-07-2022 15:38,1203," , Phường Hoàng Liệt , Quận Hoàng Mai , Thành phố Hà Nội",Completed,1232," , Phường Thới An , Quận 12 , Thành phố Hồ Chí Minh",RS-Shop Nhâm Hà Nội),1203-NEXT-VD
5752071168,1486000,03-07-2022 08:55,07-07-2022 15:49,1203," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1203-NEXT-NQ
5752071168,1486000,03-07-2022 08:55,07-07-2022 15:49,1203," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1203-NEXT-NQ
4936928256,1235000,02-07-2022 09:41,06-07-2022 11:07,1240," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường 28 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1240-NEXT-TH
4936928256,1235000,02-07-2022 09:41,06-07-2022 11:07,1240," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường 28 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1240-NEXT-TH
5868457984,809000,04-07-2022 11:24,04-07-2022 12:22,1203," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1203-NEXT-NQ
5868457984,809000,04-07-2022 11:24,09-07-2022 10:22,1203," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,1138," , Phường An Phú Đông , Quận 12 , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),1203-NEXT-NQ
3771630592,793000,01-07-2022 13:16,08-07-2022 14:50,103658," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,15," , Xã An Nhơn Tây , Huyện Củ Chi , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),103658-NEXT-DQ Trung
3771630592,793000,01-07-2022 13:16,08-07-2022 14:50,103658," , Xã Nhân Chính , Huyện Lý Nhân , Tỉnh Hà Nam",Completed,15," , Xã An Nhơn Tây , Huyện Củ Chi , Thành phố Hồ Chí Minh",(DRS_TỔNG KHO SỈ LẺ),103658-NEXT-DQ Trung
4481457154,929000,01-07-2022 16:26,02-07-2022 15:36,205,,Completed,130,,RS_Nguyễn Huỳnh Như),205-NEXT-PT T
4481457154,929000,01-07-2022 16:26,02-07-2022 15:36,205,,Completed,130,,RS_Nguyễn Huỳnh Như),205-NEXT-PT T
1907501056,850000,08-07-2022 15:58,09-07-2022 10:02,238,,Completed,130,,RS_Nguyễn Huỳnh Như),238-NEXT-HTT
1907501056,850000,08-07-2022 15:58,09-07-2022 10:02,238,,Completed,130,,RS_Nguyễn Huỳnh Như),238-NEXT-HTT
1602471936,850000,06-07-2022 14:18,07-07-2022 12:16,1236,,Completed,130,,RS_Nguyễn Huỳnh Như),1236-NEXT-NTC
1602471936,850000,06-07-2022 14:18,07-07-2022 12:16,1236,,Completed,130,,RS_Nguyễn Huỳnh Như),1236-NEXT-NTC
4890688512,1290000,06-07-2022 16:39,09-07-2022 11:25,823," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường 07 , Quận Tân Bình , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 4),823-NEXT-NG H
4890688512,1290000,06-07-2022 16:39,09-07-2022 11:25,823," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường 07 , Quận Tân Bình , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 4),823-NEXT-NG H
5906833408,861000,06-07-2022 11:02,09-07-2022 11:25,155," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 4),155-NEXT-HPC
5906833408,861000,06-07-2022 11:02,09-07-2022 11:25,155," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 4),155-NEXT-HPC
8869195776,1310000,02-07-2022 15:29,04-07-2022 14:54,201," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),201-NEXT-NH D
8869195776,1310000,02-07-2022 15:29,04-07-2022 14:54,201," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Hiệp Bình Phước , Thành phố Thủ Đức , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),201-NEXT-NH D
5466707968,900000,04-07-2022 10:04,06-07-2022 17:43,155," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),155-NEXT-HPC
5466707968,900000,04-07-2022 10:04,06-07-2022 17:43,155," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Thới Hiệp , Quận 12 , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),155-NEXT-HPC
7468996608,875000,03-07-2022 08:10,07-07-2022 10:38,130," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường 12 , Quận Gò Vấp , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),130-NEXT-NTA
7468996608,875000,03-07-2022 08:10,07-07-2022 10:38,130," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường 12 , Quận Gò Vấp , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),130-NEXT-NTA
2233954304,870000,02-07-2022 15:37,04-07-2022 19:51,103322," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Tạo , Quận Bình Tân , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),103322-NEXT-K
2233954304,870000,02-07-2022 15:37,02-07-2022 15:51,103322," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Phường Tân Tạo , Quận Bình Tân , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),103322-NEXT-K
4419481600,810000,03-07-2022 11:16,06-07-2022 16:29,238," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),238-NEXT-LH P
4419481600,810000,03-07-2022 11:16,06-07-2022 16:29,238," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),238-NEXT-LH P
8204969984,795000,01-07-2022 16:23,05-07-2022 11:15,238," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),238-BULK-NT Y
8204969984,795000,01-07-2022 16:23,05-07-2022 11:15,238," , Xã Cẩm Lĩnh , Huyện Ba Vì , Thành phố Hà Nội",Completed,103669," , Xã Vĩnh Lộc B , Huyện Bình Chánh , Thành phố Hồ Chí Minh", Tháp _Shop Nhung 3),238-BULK-NT Y
3328036864,895000,04-07-2022 09:47,07-07-2022 14:28,112," , Phường Hải Tân , Thành phố Hải Dương , Tỉnh Hải Dương",Completed,26," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",ùi Thị Liên (HD)),112-NEXT-NT T
3328036864,895000,04-07-2022 09:47,07-07-2022 14:28,112," , Phường Hải Tân , Thành phố Hải Dương , Tỉnh Hải Dương",Completed,26," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",ùi Thị Liên (HD)),112-NEXT-NT T
2100890624,900000,05-07-2022 14:50,07-07-2022 09:33,155," , Xã Thiện Hưng , Huyện Bù Đốp , Tỉnh Bình Phước",Completed,1276," , Phường Tân Thới Nhất , Quận 12 , Thành phố Hồ Chí Minh",shop Dao,155-NEXT-VH T
2100890624,900000,05-07-2022 14:50,07-07-2022 09:33,155," , Xã Thiện Hưng , Huyện Bù Đốp , Tỉnh Bình Phước",Completed,1276," , Phường Tân Thới Nhất , Quận 12 , Thành phố Hồ Chí Minh",shop Dao,155-NEXT-VH T
1097653234,1860000,04-07-2022 16:43,07-07-2022 10:46,125," , Phường Vĩnh Hưng , Quận Hoàng Mai , Thành phố Hà Nội",Completed,851," , Phường Cát Lái , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",Nguồn hàng giá buôn),125-NEXT-HN T
1097653234,1860000,04-07-2022 16:43,04-07-2022 21:24,125," , Phường Vĩnh Hưng , Quận Hoàng Mai , Thành phố Hà Nội",Completed,851," , Phường Cát Lái , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",Nguồn hàng giá buôn),125-NEXT-HN T
3550638964,1619000,07-07-2022 09:56,08-07-2022 17:23,242,,Completed,130,,Valigiataikho)-23809,242-NEXT-NH S
3550638964,1619000,07-07-2022 09:56,08-07-2022 17:23,242,,Completed,130,,Valigiataikho)-23809,242-NEXT-NH S
6471415602,979000,08-07-2022 09:52,09-07-2022 12:50,242,,Completed,130,,Valigiataikho)-23809,242-NEXT-TH H
6471415602,979000,08-07-2022 09:52,09-07-2022 12:50,242,,Completed,130,,Valigiataikho)-23809,242-NEXT-TH H
7401239760,789000,08-07-2022 09:52,10-07-2022 10:24,116,,Completed,130,,Valigiataikho)-23809,116-BULK-NV Ha
7401239760,789000,08-07-2022 09:52,10-07-2022 10:24,116,,Completed,130,,Valigiataikho)-23809,116-BULK-NV Ha
6522732657,789000,07-07-2022 15:12,09-07-2022 11:20,1240,,Completed,130," , Quận Bình Thạnh , Hồ Chí Minh",Valigiataikho)-23809,1240-NEXT-PV Thanh
6522732657,789000,07-07-2022 15:12,09-07-2022 11:20,1240,,Completed,130," , Quận Bình Thạnh , Hồ Chí Minh",Valigiataikho)-23809,1240-NEXT-PV Thanh
1093595369,6533000,01-07-2022 16:48,05-07-2022 12:13,147," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Tân Hưng , Quận 7 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,147-NEXT-VT H
1093595369,6533000,01-07-2022 16:48,05-07-2022 12:13,147," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Tân Hưng , Quận 7 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,147-NEXT-VT H
1097080824,5500000,04-07-2022 10:00,04-07-2022 10:38,236," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,236-NEXT-DP T
1097080824,5500000,04-07-2022 10:00,07-07-2022 10:38,236," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,236-NEXT-DP T
1097080824,5500000,04-07-2022 10:00,07-07-2022 10:38,236," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 6 , Quận 3 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,236-NEXT-DP T
1097430279,3365000,04-07-2022 14:21,07-07-2022 11:25,112," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",hatquangshop1)-24561,112-NEXT-NT T
1097430279,3365000,04-07-2022 14:21,07-07-2022 11:25,112," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 26 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",hatquangshop1)-24561,112-NEXT-NT T
1093327724,3147000,01-07-2022 13:43,06-07-2022 16:06,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Bến Nghé , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-NEXT-C
1093327724,3147000,01-07-2022 13:43,06-07-2022 16:06,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Bến Nghé , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-NEXT-C
1097640852,3005000,04-07-2022 16:36,07-07-2022 16:05,201," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Hiệp Bình Chánh , Quận Thủ Đức , Thành phố Hồ Chí Minh",hatquangshop1)-24561,201-NEXT-NN T
1097640852,3005000,04-07-2022 16:36,07-07-2022 16:05,201," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Hiệp Bình Chánh , Quận Thủ Đức , Thành phố Hồ Chí Minh",hatquangshop1)-24561,201-NEXT-NN T
1097157298,2750000,04-07-2022 10:42,07-07-2022 20:24,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Phạm Ngũ Lão , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-BULK-N
1097157298,2750000,04-07-2022 10:42,07-07-2022 20:24,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Phạm Ngũ Lão , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-BULK-N
1093323869,2600000,01-07-2022 13:40,05-07-2022 09:48,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Đa Kao , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-NEXT-D
1093323869,2600000,01-07-2022 13:40,05-07-2022 09:48,103440," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Đa Kao , Quận 1 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103440-NEXT-D
1097448253,1830000,04-07-2022 14:35,08-07-2022 11:27,116," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 13 , Quận 10 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,116-NEXT-MT C
1097448253,1830000,04-07-2022 14:35,08-07-2022 11:27,116," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 13 , Quận 10 , Thành phố Hồ Chí Minh",hatquangshop1)-24561,116-NEXT-MT C
1098449550,1250000,05-07-2022 09:12,07-07-2022 15:43,1240," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 22 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",hatquangshop1)-24561,1240-NEXT-NB
1098449550,1250000,05-07-2022 09:12,07-07-2022 15:43,1240," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường 22 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",hatquangshop1)-24561,1240-NEXT-NB
1097364153,1047000,04-07-2022 13:33,04-07-2022 10:12,103336," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Sơn Kỳ , Quận Tân Phú , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103336-NEXT-L
1097364153,1047000,04-07-2022 13:33,07-07-2022 12:12,103336," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Sơn Kỳ , Quận Tân Phú , Thành phố Hồ Chí Minh",hatquangshop1)-24561,103336-NEXT-L
1094308045,1047000,02-07-2022 09:04,05-07-2022 15:45,201," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Hiệp Bình Phước , Quận Thủ Đức , Thành phố Hồ Chí Minh",hatquangshop1)-24561,201-NEXT-LM H
1094308045,1047000,02-07-2022 09:04,05-07-2022 15:45,201," , Phường Quan Hoa , Quận Cầu Giấy , Thành phố Hà Nội",Completed,863," , Phường Hiệp Bình Phước , Quận Thủ Đức , Thành phố Hồ Chí Minh",hatquangshop1)-24561,201-NEXT-LM H
1100409328,1070000,06-07-2022 16:19,10-07-2022 17:42,103658," , Phường 25 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",Completed,1240," , Xã Phú Hòa Đông , Huyện Củ Chi , Thành phố Hồ Chí Minh",T (DRS-CHUU 44C UVK),103658-NEXT-N
1100409328,1070000,06-07-2022 16:19,10-07-2022 17:42,103658," , Phường 25 , Quận Bình Thạnh , Thành phố Hồ Chí Minh",Completed,1240," , Xã Phú Hòa Đông , Huyện Củ Chi , Thành phố Hồ Chí Minh",T (DRS-CHUU 44C UVK),103658-NEXT-N
1100371909,960000,06-07-2022 15:58,10-07-2022 14:43,120," , Phường Trung Liệt , Quận Đống Đa , Thành phố Hà Nội",Completed,466," , Phường Tăng Nhơn Phú A , Quận 9 , Thành phố Hồ Chí Minh",ECT (DRS-AnNam Food),120-NEXT-PM T
1100371909,960000,06-07-2022 15:58,10-07-2022 14:43,120," , Phường Trung Liệt , Quận Đống Đa , Thành phố Hà Nội",Completed,466," , Phường Tăng Nhơn Phú A , Quận 9 , Thành phố Hồ Chí Minh",ECT (DRS-AnNam Food),120-NEXT-PM T
1097615762,2580000,04-07-2022 16:22,07-07-2022 14:55,120," , Phường Bưởi , Quận Tây Hồ , Thành phố Hà Nội",Completed,103806," , Phường Hiệp Phú , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",DRS_simquocte.vn_hn),120-NEXT-HS S
1097615762,2580000,04-07-2022 16:22,04-07-2022 11:55,120," , Phường Bưởi , Quận Tây Hồ , Thành phố Hà Nội",Completed,103806," , Phường Hiệp Phú , Thành phố Thủ Đức , Thành phố Hồ Chí Minh",DRS_simquocte.vn_hn),120-NEXT-HS S
